id,v,f,family_v1,reason,t,url
2100502587917336783,1804,3,other_or_meta,,,https://x.com/mattn_jp/status/2100502587917336783
2100672847261671439,1787,10,other_or_meta,,,https://x.com/Stephan007/status/2100672847261671439
2102115001368739906,1775,35,other_or_meta,,,https://x.com/0xAsm0d3us/status/2102115001368739906
2102085143988953561,1743,18,games_control_loops_simulation,,,https://x.com/TTUX_tech/status/2102085143988953561
2102014071557996621,1697,8,other_or_meta,,,https://x.com/totristeprakrai/status/2102014071557996621
2102599237804687509,1659,15,agent_harness_and_tool_gating,,,https://x.com/nahid_pro09/status/2102599237804687509
2101320980446535779,1557,35,other_or_meta,,,https://x.com/DJLougen/status/2101320980446535779
2102080664527044940,1555,16,data_and_telemetry,,,https://x.com/seanphan/status/2102080664527044940
2100873512760283567,1537,12,games_control_loops_simulation,,,https://x.com/mah_lab/status/2100873512760283567
2101040177414062305,1448,33,other_or_meta,,,https://x.com/evilpingwin/status/2101040177414062305
2101259309506277704,1433,11,other_or_meta,,,https://x.com/yukyu30/status/2101259309506277704
2100322461497823638,1417,21,other_or_meta,,,https://x.com/joshua_s_penman/status/2100322461497823638
2102116830076957083,1380,28,other_or_meta,,,https://x.com/AIandDesign/status/2102116830076957083
2101866046714187808,1375,12,other_or_meta,,,https://x.com/moritalous/status/2101866046714187808
2102380673030123933,1367,12,browser_and_computer_use,,,https://x.com/chengyongru/status/2102380673030123933
2101823727667441671,1355,9,other_or_meta,,,https://x.com/Isichan_Hitori/status/2101823727667441671
2100862456037879861,1352,6,other_or_meta,,,https://x.com/DaelonSuzuka/status/2100862456037879861
2101339474223607903,1252,12,other_or_meta,,,https://x.com/junead_kh/status/2101339474223607903
2102794829327675580,1189,3,,,,https://x.com/agentspanel/status/2102794829327675580
2101303232878235912,1135,13,trading_and_markets,,,https://x.com/huangruiteng/status/2101303232878235912
2101094328370155921,1126,2,other_or_meta,,,https://x.com/heman10x/status/2101094328370155921
2102729706944823640,1068,17,,,,https://x.com/TeksEdge/status/2102729706944823640
2101698718353514910,1029,8,other_or_meta,,,https://x.com/pyran19/status/2101698718353514910
2100634777032298583,1002,20,other_or_meta,,,https://x.com/nickvernij/status/2100634777032298583
2102430169965212123,989,15,games_control_loops_simulation,,,https://x.com/BorderleSint/status/2102430169965212123
2102380423095497085,932,20,games_control_loops_simulation,,,https://x.com/ddalcu/status/2102380423095497085
2101557601792377137,925,2,other_or_meta,,,https://x.com/ynishi2015/status/2101557601792377137
2101925772516569243,905,7,other_or_meta,,,https://x.com/nicodotdev/status/2101925772516569243
2102093905940611452,839,19,other_or_meta,,,https://x.com/peterpme/status/2102093905940611452
2101925774278152664,826,5,other_or_meta,,,https://x.com/nicodotdev/status/2101925774278152664
2102126688092189096,819,1,other_or_meta,,,https://x.com/TheSeriousProg/status/2102126688092189096
2100713859162202606,814,8,other_or_meta,,,https://x.com/MingtianZhang/status/2100713859162202606
2101990059142737998,809,13,classification_routing_triage,,,https://x.com/gojiteji/status/2101990059142737998
2100625459528761619,764,7,other_or_meta,,,https://x.com/AIDIYlover/status/2100625459528761619
2102305365459394658,763,3,moderation_and_guardrails,,,https://x.com/llqoli/status/2102305365459394658
2100749261310763276,724,5,search_rerank_extraction,,,https://x.com/_AbolfazlAbbasi/status/2100749261310763276
2100973209114075330,723,2,other_or_meta,,,https://x.com/hxiao/status/2100973209114075330
2102125508721004903,698,10,other_or_meta,,,https://x.com/Zefan_Cai/status/2102125508721004903
2101372265963110530,673,12,other_or_meta,,,https://x.com/SamiBizConsult/status/2101372265963110530
2102513611772145879,662,0,other_or_meta,,,https://x.com/MajoSayo/status/2102513611772145879
2102370796245299546,654,0,other_or_meta,,,https://x.com/pipix1121/status/2102370796245299546
2101780379837599955,636,2,moderation_and_guardrails,,,https://x.com/llqoli/status/2101780379837599955
2100961076237971918,634,3,agent_harness_and_tool_gating,,,https://x.com/melvindvivas/status/2100961076237971918
2100251479596544459,625,3,other_or_meta,,,https://x.com/snellingio/status/2100251479596544459
2102229074668372047,619,4,other_or_meta,,,https://x.com/webxos_software/status/2102229074668372047
2102171891410825520,596,5,other_or_meta,,,https://x.com/Akhila_988/status/2102171891410825520
2100018939631931830,591,7,games_control_loops_simulation,,,https://x.com/Bereketbuilds/status/2100018939631931830
2100462684370256134,583,3,games_control_loops_simulation,,,https://x.com/DanFessler/status/2100462684370256134
2101848385456390653,570,2,games_control_loops_simulation,,,https://x.com/sven_ai/status/2101848385456390653
2101296574546739396,559,17,other_or_meta,,,https://x.com/tagforgame/status/2101296574546739396
2101078507531223130,535,7,browser_and_computer_use,,,https://x.com/lucataco/status/2101078507531223130
2102180717405073575,502,4,other_or_meta,,,https://x.com/chirag/status/2102180717405073575
2101636813744205835,488,7,search_rerank_extraction,,,https://x.com/nellygem888/status/2101636813744205835
2100574360176300115,472,2,other_or_meta,,,https://x.com/MingtianZhang/status/2100574360176300115
2100549517171175807,434,6,search_rerank_extraction,,,https://x.com/aqty/status/2100549517171175807
2102072026156662954,427,6,other_or_meta,,,https://x.com/doubledescent0/status/2102072026156662954
2102269968930791643,426,0,other_or_meta,,,https://x.com/yuvalav/status/2102269968930791643
2101125771821760527,407,4,other_or_meta,,,https://x.com/Richelle_Ji/status/2101125771821760527
2102125246522478695,402,6,classification_routing_triage,,,https://x.com/pdp/status/2102125246522478695
2102585992083538214,390,0,games_control_loops_simulation,,,https://x.com/superoo7/status/2102585992083538214
2101325959551238486,381,2,other_or_meta,,,https://x.com/AzamIntikhab/status/2101325959551238486
2102282655437885460,374,4,other_or_meta,,,https://x.com/totristeprakrai/status/2102282655437885460
2101397998211301846,365,5,agent_harness_and_tool_gating,,,https://x.com/embw_l0x/status/2101397998211301846
2102539690540679222,356,4,other_or_meta,,,https://x.com/sohail_hussain_/status/2102539690540679222
2100815358232031381,352,8,other_or_meta,,,https://x.com/neutron42jp/status/2100815358232031381
2102451519388102755,352,1,games_control_loops_simulation,,,https://x.com/stephenlb/status/2102451519388102755
2101967688973344992,350,0,games_control_loops_simulation,,,https://x.com/krishnakhanna/status/2101967688973344992
2101099218454941843,346,3,other_or_meta,,,https://x.com/_simonsmith/status/2101099218454941843
2102329321876767018,320,1,other_or_meta,,,https://x.com/smallnest/status/2102329321876767018
2102128437058302184,319,4,games_control_loops_simulation,,,https://x.com/cristianexer/status/2102128437058302184
2102297736011997680,311,9,games_control_loops_simulation,,,https://x.com/nwnwnyo/status/2102297736011997680
2101446697536876623,289,6,other_or_meta,,,https://x.com/tjm8874/status/2101446697536876623
2101718233292161254,289,4,other_or_meta,,,https://x.com/BrockMcBreadcat/status/2101718233292161254
2102544803556741273,283,7,agent_harness_and_tool_gating,,,https://x.com/Areai51/status/2102544803556741273
2101042229720793104,278,4,games_control_loops_simulation,,,https://x.com/TimothyZ77/status/2101042229720793104
2101551937497821319,267,2,search_rerank_extraction,,,https://x.com/stretchcloud/status/2101551937497821319
2100718136542585137,253,4,games_control_loops_simulation,,,https://x.com/tbleckert/status/2100718136542585137
2101881584756600844,248,2,other_or_meta,,,https://x.com/fallout_tokyo/status/2101881584756600844
2101756281665061028,240,1,other_or_meta,,,https://x.com/betterhn20/status/2101756281665061028
2101164410958131708,236,1,other_or_meta,,,https://x.com/icools/status/2101164410958131708
2102019721176756559,230,9,classification_routing_triage,,,https://x.com/ai_7days_lab/status/2102019721176756559
2102171094635745310,225,2,other_or_meta,,,https://x.com/rsensui/status/2102171094635745310
2102384117866197463,225,3,games_control_loops_simulation,,,https://x.com/ArturSkowronski/status/2102384117866197463
2101551339285389499,222,4,other_or_meta,,,https://x.com/keisan/status/2101551339285389499
2100901849695920132,197,0,moderation_and_guardrails,,,https://x.com/honglilai/status/2100901849695920132
2102431431540822479,196,0,other_or_meta,,,https://x.com/S1LV3R_J1NX/status/2102431431540822479
2100157777595314615,196,4,other_or_meta,,,https://x.com/5am2x/status/2100157777595314615
2102213706059051162,195,1,other_or_meta,,,https://x.com/tjm8874/status/2102213706059051162
2100623855282749843,191,12,browser_and_computer_use,,,https://x.com/whereischarly/status/2100623855282749843
2100904745607082427,188,2,other_or_meta,,,https://x.com/n_haberkamp/status/2100904745607082427
2101539880149160295,184,2,games_control_loops_simulation,,,https://x.com/osushi_cr/status/2101539880149160295
2101781625344278696,181,6,other_or_meta,,,https://x.com/imdaidr/status/2101781625344278696
2102067083920216185,177,0,other_or_meta,,,https://x.com/0xhikae/status/2102067083920216185
2101711735233396972,172,3,other_or_meta,,,https://x.com/doyc_1/status/2101711735233396972
2102230939111702659,170,2,search_rerank_extraction,,,https://x.com/JunMa_AI4Health/status/2102230939111702659
2101709574327976257,166,1,other_or_meta,,,https://x.com/ryo_7421/status/2101709574327976257
2102128438140170329,160,2,search_rerank_extraction,,,https://x.com/sanixdarker/status/2102128438140170329
2102245444663537859,156,0,other_or_meta,,,https://x.com/chirag/status/2102245444663537859
2101567704276881492,155,1,other_or_meta,,,https://x.com/fallout_tokyo/status/2101567704276881492
2101722738670837890,151,1,agent_harness_and_tool_gating,,,https://x.com/CeozX/status/2101722738670837890
2101932981606817820,150,3,games_control_loops_simulation,,,https://x.com/debichanchan/status/2101932981606817820
2102255801062834237,136,1,other_or_meta,,,https://x.com/yukke_/status/2102255801062834237
2100528523324903511,136,1,other_or_meta,,,https://x.com/teacupdog4/status/2100528523324903511
2100634919202378002,134,1,search_rerank_extraction,,,https://x.com/iamlemec/status/2100634919202378002
2101575279902924850,129,1,classification_routing_triage,,,https://x.com/Bizuayeu/status/2101575279902924850
2101055870171808062,123,3,other_or_meta,,,https://x.com/_AbolfazlAbbasi/status/2101055870171808062
2100878424542007786,121,0,other_or_meta,,,https://x.com/_uyza_/status/2100878424542007786
2100633299794481343,121,3,games_control_loops_simulation,,,https://x.com/b_sagnnik/status/2100633299794481343
2101770890925031674,119,1,other_or_meta,,,https://x.com/MikeLeiterDev/status/2101770890925031674
2102758519908811133,116,3,,,,https://x.com/erik_kokalj/status/2102758519908811133
2101650415897243985,114,5,other_or_meta,,,https://x.com/otto_explorer/status/2101650415897243985
2102063877009637564,110,5,search_rerank_extraction,,,https://x.com/tin_ng_qn/status/2102063877009637564
2102104889266683974,110,1,other_or_meta,,,https://x.com/kidzik/status/2102104889266683974
2101581497396560356,109,3,browser_and_computer_use,,,https://x.com/noctus91/status/2101581497396560356
2102649099044725031,109,0,games_control_loops_simulation,,,https://x.com/takku_4331/status/2102649099044725031
2100578238871593412,106,0,other_or_meta,,,https://x.com/hr98w/status/2100578238871593412
2101742625413906511,103,7,other_or_meta,,,https://x.com/theiskaa/status/2101742625413906511
2102796348156518543,102,3,,,,https://x.com/qqc1989/status/2102796348156518543
2101114999980564950,101,0,games_control_loops_simulation,,,https://x.com/omarespejel/status/2101114999980564950
2102171123194687638,99,0,classification_routing_triage,,,https://x.com/rsensui/status/2102171123194687638
2102696851229323280,98,1,other_or_meta,,,https://x.com/lemonhxmoe/status/2102696851229323280
2101642679763550309,98,2,other_or_meta,,,https://x.com/jun3_jpn/status/2101642679763550309
2101543771196276982,93,3,other_or_meta,,,https://x.com/felipeinfante/status/2101543771196276982
2102291267120193609,92,3,other_or_meta,,,https://x.com/VipulDivyanshu/status/2102291267120193609
2102394467445883145,88,0,other_or_meta,,,https://x.com/yonsan434343/status/2102394467445883145
2100503377146958170,88,1,agent_harness_and_tool_gating,,,https://x.com/0xadarshmishra/status/2100503377146958170
2102566148982350256,87,0,games_control_loops_simulation,,,https://x.com/abxda/status/2102566148982350256
2100153674173718874,87,0,other_or_meta,,,https://x.com/shubham_19hshs/status/2100153674173718874
2102040848716136563,87,4,search_rerank_extraction,,,https://x.com/50bbx/status/2102040848716136563
2102233195294920886,85,2,games_control_loops_simulation,,,https://x.com/eng_ahmd/status/2102233195294920886
2100915977978581235,85,0,moderation_and_guardrails,,,https://x.com/nullpodesu/status/2100915977978581235
2101963900606423282,84,1,other_or_meta,,,https://x.com/abhi43210/status/2101963900606423282
2101813173728985346,83,3,other_or_meta,,,https://x.com/yclian/status/2101813173728985346
2100967933744910347,82,1,other_or_meta,,,https://x.com/B_Sardine/status/2100967933744910347
2102108564353622360,81,0,other_or_meta,,,https://x.com/sixwell/status/2102108564353622360
2101890478623129748,81,0,other_or_meta,,,https://x.com/Azhar41429690/status/2101890478623129748
2101766277350166783,80,3,moderation_and_guardrails,,,https://x.com/modamaan_/status/2101766277350166783
2101013687565959393,79,1,other_or_meta,,,https://x.com/abdulsaboooor/status/2101013687565959393
2102131273003332050,79,2,games_control_loops_simulation,,,https://x.com/TslShahir/status/2102131273003332050
2102063258962161852,78,0,other_or_meta,,,https://x.com/ashokgelal/status/2102063258962161852
2101367304886047084,77,0,other_or_meta,,,https://x.com/Eseshinpu/status/2101367304886047084
2101737024101490958,76,1,other_or_meta,,,https://x.com/Tanemomi_Ver2/status/2101737024101490958
2102039678039835035,76,3,other_or_meta,,,https://x.com/EldanRing/status/2102039678039835035
2101195858213474763,75,0,other_or_meta,,,https://x.com/soederpop/status/2101195858213474763
2101759927039508783,74,1,classification_routing_triage,,,https://x.com/paulNL/status/2101759927039508783
2102179803856343402,73,2,other_or_meta,,,https://x.com/bhowconda/status/2102179803856343402
2101675407053562260,72,0,search_rerank_extraction,,,https://x.com/ai_aoi_ia/status/2101675407053562260
2102682845915619333,71,0,agent_harness_and_tool_gating,,,https://x.com/Zefan_Cai/status/2102682845915619333
2101685592560165043,70,0,games_control_loops_simulation,,,https://x.com/hama_jp/status/2101685592560165043
2102435464066285848,69,1,other_or_meta,,,https://x.com/_ollman/status/2102435464066285848
2100572372478955589,69,0,other_or_meta,,,https://x.com/AIDIYlover/status/2100572372478955589
2100446188038213654,68,0,agent_harness_and_tool_gating,,,https://x.com/grishahq/status/2100446188038213654
2102604958193639640,68,1,other_or_meta,,,https://x.com/tumf/status/2102604958193639640
2102602267199459650,66,0,other_or_meta,,,https://x.com/Instance_VRC/status/2102602267199459650
2102266291226857777,64,0,games_control_loops_simulation,,,https://x.com/MohammedAlaa/status/2102266291226857777
2100820617805303969,63,0,other_or_meta,,,https://x.com/huato/status/2100820617805303969
2102318879037141400,63,4,other_or_meta,,,https://x.com/baz7c8/status/2102318879037141400
2101545077189267588,62,2,other_or_meta,,,https://x.com/felipeinfante/status/2101545077189267588
2102018709552341213,62,1,games_control_loops_simulation,,,https://x.com/Steven_AI_Dev/status/2102018709552341213
2102150753850708082,61,1,games_control_loops_simulation,,,https://x.com/AlexAITrends/status/2102150753850708082
2100530534593990670,61,0,evals_and_judging,,,https://x.com/manuel_mch/status/2100530534593990670
2101622239573524491,60,1,other_or_meta,,,https://x.com/clxymox/status/2101622239573524491
2101464964867260691,59,3,other_or_meta,,,https://x.com/BRWNSUGA1234/status/2101464964867260691
2102315546490343543,58,1,other_or_meta,,,https://x.com/logesh_umapathi/status/2102315546490343543
2101434212146405386,57,2,other_or_meta,,,https://x.com/morethancoder/status/2101434212146405386
2101878783301337214,57,4,other_or_meta,,,https://x.com/yamyam_rvc/status/2101878783301337214
2101898947971428785,56,2,agent_harness_and_tool_gating,,,https://x.com/wtfobaid/status/2101898947971428785
2100681192777331013,55,1,other_or_meta,,,https://x.com/mobarmg/status/2100681192777331013
2101896965181395175,54,2,other_or_meta,,,https://x.com/vintcessun/status/2101896965181395175
2101249350601171378,52,1,agent_harness_and_tool_gating,,,https://x.com/otto_explorer/status/2101249350601171378
2102514026886414693,52,0,other_or_meta,,,https://x.com/techvignesh/status/2102514026886414693
2102755529181565419,52,0,,,,https://x.com/yukke_/status/2102755529181565419
2101791527580414102,51,1,other_or_meta,,,https://x.com/druvthebruv/status/2101791527580414102
2101767761236296151,51,1,search_rerank_extraction,,,https://x.com/utopiazh/status/2101767761236296151
2101284077114413408,50,1,other_or_meta,,,https://x.com/michhachula/status/2101284077114413408
2102406498576171183,49,0,games_control_loops_simulation,,,https://x.com/koguchit/status/2102406498576171183
2102343304620707934,49,0,games_control_loops_simulation,,,https://x.com/GirardJohannes/status/2102343304620707934
2101376080116396215,48,2,browser_and_computer_use,,,https://x.com/luxus/status/2101376080116396215
2102511301109166207,48,0,other_or_meta,,,https://x.com/tangmian/status/2102511301109166207
2102385640042283293,48,0,other_or_meta,,,https://x.com/nutanc/status/2102385640042283293
2101419555226853456,47,3,other_or_meta,,,https://x.com/prateek_su/status/2101419555226853456
2102078088180019303,46,1,other_or_meta,,,https://x.com/wangoroge333/status/2102078088180019303
2100696115456679989,46,0,other_or_meta,,,https://x.com/m_rakutko/status/2100696115456679989
2102738022148039107,43,0,,,,https://x.com/pabloramosuy/status/2102738022148039107
2101737977932050827,43,2,other_or_meta,,,https://x.com/Douglance/status/2101737977932050827
2101216386790154678,42,0,games_control_loops_simulation,,,https://x.com/DwidLee/status/2101216386790154678
2102276866610794687,40,0,other_or_meta,,,https://x.com/geneLab_999/status/2102276866610794687
2101838550643659255,40,0,other_or_meta,,,https://x.com/danielamitay/status/2101838550643659255
2101652995624816913,39,1,data_and_telemetry,,,https://x.com/debichanchan/status/2101652995624816913
2102760789300162610,39,0,,,,https://x.com/kuma_XXP/status/2102760789300162610
2102405674680594812,39,1,other_or_meta,,,https://x.com/seth_codes_/status/2102405674680594812
2102197694622319014,39,0,other_or_meta,,,https://x.com/toowitter/status/2102197694622319014
2101606138324132271,38,2,moderation_and_guardrails,,,https://x.com/mann_hodge/status/2101606138324132271
2101941334580035732,38,0,classification_routing_triage,,,https://x.com/pawn_4_t/status/2101941334580035732
2101794549135716518,37,1,other_or_meta,,,https://x.com/NickLo641579/status/2101794549135716518
2101545701083685188,36,0,other_or_meta,,,https://x.com/Raymondvshen/status/2101545701083685188
2101459884378304844,36,0,agent_harness_and_tool_gating,,,https://x.com/chenqiyueapgm/status/2101459884378304844
2101033654193393701,36,1,other_or_meta,,,https://x.com/baronunread/status/2101033654193393701
2101852245898010763,35,1,other_or_meta,,,https://x.com/mccryan/status/2101852245898010763
2102631547371483394,35,1,other_or_meta,,,https://x.com/prayag_sonar/status/2102631547371483394
2101385288077504715,35,1,games_control_loops_simulation,,,https://x.com/JA1MEXD3ZTR0Y3R/status/2101385288077504715
2101586332803842309,34,0,classification_routing_triage,,,https://x.com/zast57/status/2101586332803842309
2102720469959106630,34,1,,,,https://x.com/LFrefman/status/2102720469959106630
2102197433333596671,34,1,browser_and_computer_use,,,https://x.com/Belisarius_Rex/status/2102197433333596671
2100564846794219869,34,0,other_or_meta,,,https://x.com/DesignCntrl/status/2100564846794219869
2102105195417108548,32,0,moderation_and_guardrails,,,https://x.com/_warsang_/status/2102105195417108548
2102316339323183276,32,0,classification_routing_triage,,,https://x.com/Jeuner/status/2102316339323183276
2102215416865267835,31,0,other_or_meta,,,https://x.com/witwall/status/2102215416865267835
2100997802432012441,31,0,other_or_meta,,,https://x.com/SNARKAMOTO/status/2100997802432012441
2102675318507229240,31,0,other_or_meta,,,https://x.com/Zefan_Cai/status/2102675318507229240
2102449660094799987,30,0,search_rerank_extraction,,,https://x.com/sbaranskyi/status/2102449660094799987
2102323990320775197,30,3,other_or_meta,,,https://x.com/PhyloTan/status/2102323990320775197
2101453955809390703,30,2,other_or_meta,,,https://x.com/GUILE_channel/status/2101453955809390703
2100956378970083480,29,0,other_or_meta,,,https://x.com/fallout_tokyo/status/2100956378970083480
2101889522653077653,28,2,other_or_meta,,,https://x.com/Azhar41429690/status/2101889522653077653
2102183506809851970,28,1,other_or_meta,,,https://x.com/MemovaAI/status/2102183506809851970
2100904312646099389,28,0,other_or_meta,,,https://x.com/HaoyangSu_/status/2100904312646099389
2102758018849075269,27,0,,,,https://x.com/yukke_/status/2102758018849075269
2102765489479139661,27,0,,,,https://x.com/aad34210/status/2102765489479139661
2100969738377592846,26,0,other_or_meta,,,https://x.com/rndhouse/status/2100969738377592846
2102383106409824305,26,2,other_or_meta,,,https://x.com/edwin_samar/status/2102383106409824305
2101982631642685625,26,0,other_or_meta,,,https://x.com/EndmanWork/status/2101982631642685625
2101707887051788436,26,0,classification_routing_triage,,,https://x.com/pawn_4_t/status/2101707887051788436
2101317234941710617,26,1,moderation_and_guardrails,,,https://x.com/WorHA6N95TOFFEi/status/2101317234941710617
2102748765622825153,26,0,,,,https://x.com/Noumenon_ai/status/2102748765622825153
2101974394687889505,25,0,other_or_meta,,,https://x.com/RepoGems/status/2101974394687889505
2102409251243098542,25,0,agent_harness_and_tool_gating,,,https://x.com/essepl/status/2102409251243098542
2101243025359839557,25,0,other_or_meta,,,https://x.com/TravisJChauvin/status/2101243025359839557
2101740979497713703,25,1,other_or_meta,,,https://x.com/DesignCntrl/status/2101740979497713703
2102691946569642216,24,0,games_control_loops_simulation,,,https://x.com/seth_codes_/status/2102691946569642216
2101911998619656646,24,0,games_control_loops_simulation,,,https://x.com/yukix2000/status/2101911998619656646
2101882693147656692,24,0,search_rerank_extraction,,,https://x.com/nullsoft_app/status/2101882693147656692
2101454303923753057,24,1,other_or_meta,,,https://x.com/Alissonks/status/2101454303923753057
2102512325622419774,23,1,moderation_and_guardrails,,,https://x.com/kongtoulierenLM/status/2102512325622419774
2101568907366785297,22,0,other_or_meta,,,https://x.com/angeworkCoLtd/status/2101568907366785297
2102327905858543976,22,0,games_control_loops_simulation,,,https://x.com/alexdelrosso/status/2102327905858543976
