claim,id,value
cost multiple (N× cheaper),2101059796049010892,2.61
cost multiple (N× cheaper),2100961395537829949,1.0
cost multiple (N× cheaper),2100983976899068283,100.0
cost multiple (N× cheaper),2100833666918494625,100.0
cost multiple (N× cheaper),2100756207858487563,3.5
cost multiple (N× cheaper),2101000072062222802,90.0
cost multiple (N× cheaper),2100793178014228929,6.6
cost multiple (N× cheaper),2101065336384848330,10.0
cost multiple (N× cheaper),2100930213781676463,47.0
cost multiple (N× cheaper),2100930213781676463,438.0
cost multiple (N× cheaper),2100872434203386116,8.0
cost multiple (N× cheaper),2100922048096915565,164.0
cost multiple (N× cheaper),2100895553361940670,2.0
cost multiple (N× cheaper),2101071647730205135,4.13
cost multiple (N× cheaper),2100925744599966026,3.8
cost multiple (N× cheaper),2100585126652481915,200.0
cost multiple (N× cheaper),2100437998571860087,5.0
cost multiple (N× cheaper),2100649546481070362,1000.0
cost multiple (N× cheaper),2100570643355852954,6000.0
cost multiple (N× cheaper),2100430480642642395,200.0
cost multiple (N× cheaper),2100423271128715387,8.0
cost multiple (N× cheaper),2100606298630816018,10.0
cost multiple (N× cheaper),2100606298630816018,22.0
cost multiple (N× cheaper),2100704291153473739,60.0
cost multiple (N× cheaper),2100430488469196857,200.0
cost multiple (N× cheaper),2100456319421698161,5.0
cost multiple (N× cheaper),2100609074945458185,6.0
cost multiple (N× cheaper),2100606640097771901,40.0
cost multiple (N× cheaper),2100694860877513007,2.0
cost multiple (N× cheaper),2100681802755031394,45.0
cost multiple (N× cheaper),2100588140482400740,63.0
cost multiple (N× cheaper),2100588140482400740,28.0
cost multiple (N× cheaper),2100676461787304000,1760.0
cost multiple (N× cheaper),2100638374428369242,1.0
cost multiple (N× cheaper),2100387266271265223,213.0
cost multiple (N× cheaper),2100610873819840951,145.0
cost multiple (N× cheaper),2100405762493497479,10.0
cost multiple (N× cheaper),2100601783882244337,1.0
cost multiple (N× cheaper),2100605207382303164,39.0
cost multiple (N× cheaper),2100649442647130503,5.0
cost multiple (N× cheaper),2100649442647130503,50.0
cost multiple (N× cheaper),2100458351440048258,820.0
cost multiple (N× cheaper),2100681628481663001,14.0
cost multiple (N× cheaper),2100590289521951094,4.8
cost multiple (N× cheaper),2100434574019121254,155.0
cost multiple (N× cheaper),2100533605906674130,7.0
cost multiple (N× cheaper),2100466991597498530,38.0
cost multiple (N× cheaper),2100687872554926362,12.6
cost multiple (N× cheaper),2100540129592983686,7.0
cost multiple (N× cheaper),2100392292381057059,52.0
cost multiple (N× cheaper),2100561859581456838,25.0
cost multiple (N× cheaper),2100661490772803627,28.0
cost multiple (N× cheaper),2100262612428894676,155.0
cost multiple (N× cheaper),2100290364657848538,1000.0
speed multiple (N× faster),2102578703666413804,6.0
speed multiple (N× faster),2102646684027371754,200.0
speed multiple (N× faster),2102725184511717579,10.0
speed multiple (N× faster),2102740583684948338,20.0
speed multiple (N× faster),2102551046778446142,1.0
speed multiple (N× faster),2102728716455448884,500.0
speed multiple (N× faster),2102592408567648428,3.7
speed multiple (N× faster),2102592408567648428,6.0
speed multiple (N× faster),2102796188965883937,3.0
speed multiple (N× faster),2102812593064685977,13.6
speed multiple (N× faster),2102805949237125279,30.0
speed multiple (N× faster),2102764755786354818,10.0
speed multiple (N× faster),2102796831717810564,3.0
speed multiple (N× faster),2102607123825721731,50.0
speed multiple (N× faster),2102818524624269524,15.0
speed multiple (N× faster),2102631794667577651,1.0
speed multiple (N× faster),2102432538480234946,193.0
speed multiple (N× faster),2102278833433153577,1.0
speed multiple (N× faster),2102443168553922868,3.7
speed multiple (N× faster),2102251573627982243,100.0
speed multiple (N× faster),2102338128929280289,59.0
speed multiple (N× faster),2102383372303577259,5.0
speed multiple (N× faster),2102391212720402925,1.0
speed multiple (N× faster),2102532908628287791,20.0
speed multiple (N× faster),2102391900820963699,60.0
speed multiple (N× faster),2102455561287852227,1.0
speed multiple (N× faster),2102502554114617836,3.5
speed multiple (N× faster),2102395762046906424,1.0
speed multiple (N× faster),2102374855022883293,16.0
speed multiple (N× faster),2102314425990742283,5.0
speed multiple (N× faster),2102444826495201482,2.4
speed multiple (N× faster),2102538218847809953,8.0
speed multiple (N× faster),2102487659587477773,15.0
speed multiple (N× faster),2102416066794447329,2.0
speed multiple (N× faster),2102538839701274692,1.51
speed multiple (N× faster),2102308078544937020,1.0
speed multiple (N× faster),2102392470898352612,200.0
speed multiple (N× faster),2102332190986248294,10.7
speed multiple (N× faster),2102389590304641045,3.0
speed multiple (N× faster),2102389590304641045,8.0
speed multiple (N× faster),2102528136885760007,9.6
speed multiple (N× faster),2102386662219338118,4.2
speed multiple (N× faster),2102411462656536969,11.0
speed multiple (N× faster),2102392864449708209,0.5
speed multiple (N× faster),2102039447676014933,1.0
speed multiple (N× faster),2101828851458293827,13.0
speed multiple (N× faster),2102021706613473287,20.0
speed multiple (N× faster),2101948034464805040,18.8
speed multiple (N× faster),2101948034464805040,19.7
speed multiple (N× faster),2102031720531034427,1.0
speed multiple (N× faster),2102052409950515654,24.0
speed multiple (N× faster),2101960543125094733,1.0
speed multiple (N× faster),2102080423614726432,50.0
speed multiple (N× faster),2102051917836812621,11.29
speed multiple (N× faster),2101930363446587435,4.26
speed multiple (N× faster),2102081157332353131,913.0
speed multiple (N× faster),2101937847674835406,1.0
speed multiple (N× faster),2102015328582508980,43.0
speed multiple (N× faster),2101831282418470995,160.0
speed multiple (N× faster),2102045194614939700,1.0
speed multiple (N× faster),2102040878231491055,1.61
speed multiple (N× faster),2102036888756371605,1580.0
speed multiple (N× faster),2102112625891099045,100.0
speed multiple (N× faster),2102050897887146459,10.0
speed multiple (N× faster),2102100377927819570,1.8
speed multiple (N× faster),2102013361823343017,1.0
speed multiple (N× faster),2102120832638050430,10.0
speed multiple (N× faster),2102053854116483325,2.0
speed multiple (N× faster),2101894926250168654,1.0
speed multiple (N× faster),2101992213819568393,1.0
speed multiple (N× faster),2102030592418226556,6.6
speed multiple (N× faster),2102077373411733962,30.0
speed multiple (N× faster),2101927007236006170,7.0
speed multiple (N× faster),2102030484871995769,680.0
speed multiple (N× faster),2102133939951280593,1.0
speed multiple (N× faster),2102168494192099698,15.0
speed multiple (N× faster),2102056958467662050,100.0
speed multiple (N× faster),2102067562125181022,150.0
speed multiple (N× faster),2102107087438258477,1.0
speed multiple (N× faster),2101904985776673141,100.0
speed multiple (N× faster),2101878718138605593,8.0
speed multiple (N× faster),2102118899709821094,2.5
speed multiple (N× faster),2102070534259261780,3.0
speed multiple (N× faster),2102021528456220918,1.0
speed multiple (N× faster),2101544156757950697,1.0
speed multiple (N× faster),2101746812738850945,400.0
speed multiple (N× faster),2101810999930331552,2.0
speed multiple (N× faster),2101810999930331552,2.8
speed multiple (N× faster),2101793556071321759,1.0
speed multiple (N× faster),2101724806844715148,4.0
speed multiple (N× faster),2101659113591623727,100.0
speed multiple (N× faster),2101710359593931066,955.6
speed multiple (N× faster),2101517492883431899,15.33
speed multiple (N× faster),2101586635767058471,2.0
speed multiple (N× faster),2101775626789421057,1.0
speed multiple (N× faster),2101771665290215588,3.0
speed multiple (N× faster),2101470134996959681,4.0
speed multiple (N× faster),2101470134996959681,2.5
speed multiple (N× faster),2101817659218354669,100.0
speed multiple (N× faster),2101579836527653342,1.0
speed multiple (N× faster),2101644118686375956,4.0
speed multiple (N× faster),2101557986451939453,1.0
speed multiple (N× faster),2101462798819569872,1.0
speed multiple (N× faster),2101470121944338726,4.0
speed multiple (N× faster),2101584535414821008,1.0
speed multiple (N× faster),2101766059405824090,180.0
speed multiple (N× faster),2101614572515782941,2.0
speed multiple (N× faster),2101614572515782941,4.0
speed multiple (N× faster),2101607856407810096,4.0
speed multiple (N× faster),2101551850202001738,16.0
speed multiple (N× faster),2101535285184200806,10.0
speed multiple (N× faster),2101535285184200806,30.0
speed multiple (N× faster),2101473066366759045,1.0
speed multiple (N× faster),2101633429817487703,33.0
speed multiple (N× faster),2101565083369497055,2.0
speed multiple (N× faster),2101625594920255659,1.0
speed multiple (N× faster),2101810034422526226,7.0
speed multiple (N× faster),2101660508822647005,4.0
speed multiple (N× faster),2101739236118483264,1.0
speed multiple (N× faster),2101718828879315187,1.0
speed multiple (N× faster),2101611835594354958,2.8
speed multiple (N× faster),2101560820740112638,10.0
speed multiple (N× faster),2101685312430768422,25.0
speed multiple (N× faster),2101603073340653780,1.8
speed multiple (N× faster),2101604635983421897,4.4
speed multiple (N× faster),2101588313731977589,16.0
speed multiple (N× faster),2101789037992247533,2.0
speed multiple (N× faster),2101789037992247533,3.0
speed multiple (N× faster),2101593036660891804,5.0
speed multiple (N× faster),2101597624541540764,14.0
speed multiple (N× faster),2101574363770413311,2.3
speed multiple (N× faster),2101156959546450049,40.0
speed multiple (N× faster),2101293998879150566,1.5
speed multiple (N× faster),2101393861667115437,25.0
speed multiple (N× faster),2101218235920314823,13.0
speed multiple (N× faster),2101307857191006463,13.0
speed multiple (N× faster),2101348194542084116,6.9
speed multiple (N× faster),2101228302342176877,60.0
speed multiple (N× faster),2101212248954065184,5.0
speed multiple (N× faster),2101459218901737709,8.6
speed multiple (N× faster),2101297201469079564,10.0
speed multiple (N× faster),2101330437658362038,12.1
speed multiple (N× faster),2101118529936519453,17.0
speed multiple (N× faster),2101118529936519453,21.0
speed multiple (N× faster),2101152108858704107,3.0
speed multiple (N× faster),2101306090931585100,5.0
speed multiple (N× faster),2101380541215821857,4.0
speed multiple (N× faster),2101360891703017785,8.5
speed multiple (N× faster),2101352251847831776,1.93
speed multiple (N× faster),2101336174656893410,37.5
speed multiple (N× faster),2101435992809038067,9.5
speed multiple (N× faster),2101306528439664849,33.0
speed multiple (N× faster),2101327974335422525,8.31
speed multiple (N× faster),2101335377671782901,40.0
speed multiple (N× faster),2101247093662953934,1.0
speed multiple (N× faster),2101413954211758226,4.0
speed multiple (N× faster),2101415970179051981,17.5
speed multiple (N× faster),2101291155883282624,2.5
speed multiple (N× faster),2101422519391555867,10.0
speed multiple (N× faster),2101108417331142863,1.0
speed multiple (N× faster),2101140692927913999,31.0
speed multiple (N× faster),2101288764987289827,5.0
speed multiple (N× faster),2101277345336463807,1.0
speed multiple (N× faster),2101133831969681815,1.0
speed multiple (N× faster),2101354672540045531,47.7
speed multiple (N× faster),2101392052219228496,2.0
speed multiple (N× faster),2101227893120553458,0.35
speed multiple (N× faster),2101452749670076503,4.0
speed multiple (N× faster),2101450790019993922,9.5
speed multiple (N× faster),2101402382584467695,4.6
speed multiple (N× faster),2101319411265315124,1.0
speed multiple (N× faster),2101248586793341057,7.9
speed multiple (N× faster),2101234306551283922,1.0
speed multiple (N× faster),2101136882994470992,1.0
speed multiple (N× faster),2101421569990160622,4.0
speed multiple (N× faster),2101099226197352800,5.0
speed multiple (N× faster),2101354021009137789,10.0
speed multiple (N× faster),2101436002409873809,176.0
speed multiple (N× faster),2101375168593776657,5.0
speed multiple (N× faster),2101375168593776657,16.0
speed multiple (N× faster),2101409070796112265,415.0
speed multiple (N× faster),2100973868324417852,6.0
speed multiple (N× faster),2100959848623899005,100.0
speed multiple (N× faster),2101090579127951694,30.0
speed multiple (N× faster),2100937437325205568,112.0
speed multiple (N× faster),2101010773157761481,19.33
speed multiple (N× faster),2100987661926252737,2.0
speed multiple (N× faster),2100849182127149335,1.0
speed multiple (N× faster),2100884132272181594,7.0
speed multiple (N× faster),2100884132272181594,50.0
speed multiple (N× faster),2100984923926728920,8.6
speed multiple (N× faster),2100933183931900346,15.0
speed multiple (N× faster),2100791658346676691,4.0
speed multiple (N× faster),2101009668655272243,10.0
speed multiple (N× faster),2101087134459306356,1.0
speed multiple (N× faster),2100970015977804008,1.0
speed multiple (N× faster),2100788979759231192,7.56
speed multiple (N× faster),2100988663114907720,1.0
speed multiple (N× faster),2100993782619754610,3.0
speed multiple (N× faster),2101032931456168098,14.8
speed multiple (N× faster),2100940521598320753,200.0
speed multiple (N× faster),2100951412570218926,2.4
speed multiple (N× faster),2100812326668587233,6.0
speed multiple (N× faster),2100882724068491471,14.3
speed multiple (N× faster),2101035345643221239,230.0
speed multiple (N× faster),2101012727896363222,70.0
speed multiple (N× faster),2100766495240270157,37.0
speed multiple (N× faster),2101001043626860829,2.0
speed multiple (N× faster),2100875112044269642,19.0
speed multiple (N× faster),2101043821161177381,5.8
speed multiple (N× faster),2100827050374488350,6.0
speed multiple (N× faster),2100810954674212969,25.0
speed multiple (N× faster),2101095353697357921,3.0
speed multiple (N× faster),2100850609805209753,4.0
speed multiple (N× faster),2100919256963756055,9.0
speed multiple (N× faster),2101054115141083209,500.0
speed multiple (N× faster),2100961395537829949,1.0
speed multiple (N× faster),2101061936834023754,1.0
speed multiple (N× faster),2100927192343413104,2.0
speed multiple (N× faster),2100833666918494625,100.0
speed multiple (N× faster),2101063258807623872,1.0
speed multiple (N× faster),2100756207858487563,8.0
speed multiple (N× faster),2101000072062222802,7.0
speed multiple (N× faster),2101000072062222802,40.0
speed multiple (N× faster),2100846150056309107,1.0
speed multiple (N× faster),2101008515632619538,11.0
speed multiple (N× faster),2101007751098851382,20.0
speed multiple (N× faster),2100922048096915565,8.0
speed multiple (N× faster),2100885361761321141,1.0
speed multiple (N× faster),2101043696422494246,10.0
speed multiple (N× faster),2101071647730205135,1.32
speed multiple (N× faster),2101071647730205135,1.68
speed multiple (N× faster),2101078024414244886,3.0
speed multiple (N× faster),2100925744599966026,3.2
speed multiple (N× faster),2100925744599966026,5.0
speed multiple (N× faster),2101041087435378855,0.5
speed multiple (N× faster),2100792812019073507,1.0
speed multiple (N× faster),2101032994374906055,6.4
speed multiple (N× faster),2100777977583956476,10.4
speed multiple (N× faster),2101023707447578678,25.0
speed multiple (N× faster),2100631889585606959,100.0
speed multiple (N× faster),2100722975645598191,100.0
speed multiple (N× faster),2100404532119269426,1.0
speed multiple (N× faster),2100437998571860087,5.0
speed multiple (N× faster),2100649546481070362,5.0
speed multiple (N× faster),2100468943853085061,10.0
speed multiple (N× faster),2100570643355852954,10.0
speed multiple (N× faster),2100735977262141735,6.0
speed multiple (N× faster),2100566009312940457,2.5
speed multiple (N× faster),2100489521557123265,10.0
speed multiple (N× faster),2100709039613100112,8.0
speed multiple (N× faster),2100423795093999819,1.6
speed multiple (N× faster),2100423795093999819,1.64
speed multiple (N× faster),2100609074945458185,6.0
speed multiple (N× faster),2100647394211680286,2.5
speed multiple (N× faster),2100606640097771901,6.0
speed multiple (N× faster),2100694860877513007,3.0
speed multiple (N× faster),2100554586356330942,2.0
speed multiple (N× faster),2100614237488021513,3.1
speed multiple (N× faster),2100544819869184255,4.0
speed multiple (N× faster),2100581721515188451,4.1
speed multiple (N× faster),2100588140482400740,4.7
speed multiple (N× faster),2100676461787304000,22.6
speed multiple (N× faster),2100641560463544708,1.0
speed multiple (N× faster),2100644717138792625,1.93
speed multiple (N× faster),2100480470043763085,3.0
speed multiple (N× faster),2100550028708241698,4.5
speed multiple (N× faster),2100550028708241698,2.6
speed multiple (N× faster),2100638374428369242,1.0
speed multiple (N× faster),2100387266271265223,2.5
speed multiple (N× faster),2100610873819840951,7.7
speed multiple (N× faster),2100649727536640435,1.0
speed multiple (N× faster),2100611224513794207,17.7
speed multiple (N× faster),2100649442647130503,15.0
speed multiple (N× faster),2100454527841529856,3.26
speed multiple (N× faster),2100681628481663001,23.0
speed multiple (N× faster),2100590289521951094,8.2
speed multiple (N× faster),2100600669220847856,29.0
speed multiple (N× faster),2100434574019121254,20.0
speed multiple (N× faster),2100533605906674130,4.1
speed multiple (N× faster),2100723829257421230,7.0
speed multiple (N× faster),2100466991597498530,12.8
speed multiple (N× faster),2100687872554926362,4.0
speed multiple (N× faster),2100635102464069714,10.0
speed multiple (N× faster),2100476918978015431,10.0
speed multiple (N× faster),2100720724797280336,90.0
speed multiple (N× faster),2100436880802161004,9.0
speed multiple (N× faster),2100540129592983686,4.0
speed multiple (N× faster),2100561859581456838,2.0
speed multiple (N× faster),2100494705909743678,1.0
speed multiple (N× faster),2100661490772803627,3.4
speed multiple (N× faster),2100300097695232164,5.0
speed multiple (N× faster),2100262612428894676,20.0
speed multiple (N× faster),2100269198727602468,6.0
speed multiple (N× faster),2100299724838379957,1012.0
speed multiple (N× faster),2100290364657848538,5.0
speed multiple (N× faster),2100135954312786047,5.7
