id,family,tier,evidence,framing,baseline,realtime_infra,bucket_preregistered,bucket_applied,bucket_corrected
2102719975676862555,agent_harness_and_tool_gating,task,demo_no_numbers,capability,frontier_llm,False,not_covered,hype,hype
2102691174708359245,data_and_telemetry,interaction,measured_demo,latency,none,False,not_covered,cost_only,cost_only
2102755930802991324,compaction_and_context,task,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102793853904302435,trading_and_markets,task,demo_no_numbers,capability,none,True,not_covered,hype,demo
2102732461524369874,trading_and_markets,task,measured_demo,accuracy,none,True,not_covered,cost_only,cost_only
2102595079697277113,games_control_loops_simulation,task,demo_no_numbers,none,rules_or_regex,True,not_covered,unproven_demo,hype
2102671199029387627,data_and_telemetry,batch,measured_demo,none,none,False,not_covered,cost_only,cost_only
2102588731559735389,moderation_and_guardrails,unclear,demo_no_numbers,capability,none,False,not_covered,hype,demo
2102617956417192272,classification_routing_triage,task,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2102763607670898862,other_or_meta,unclear,demo_no_numbers,capability,none,False,noise,noise,noise
2102585992083538214,games_control_loops_simulation,feel,demo_no_numbers,none,small_llm,True,not_covered,unproven_demo,hype
2102762224720716232,agent_harness_and_tool_gating,task,measured_demo,none,none,True,not_covered,cost_only,cost_only
2102806451752259697,classification_routing_triage,interaction,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102700585271353426,games_control_loops_simulation,task,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2102755111244046418,other_or_meta,interaction,demo_no_numbers,none,none,False,noise,noise,noise
2102680895425503354,agent_harness_and_tool_gating,task,measured_demo,capability,none,False,not_covered,cost_only,cost_only
2102797469901893653,evals_and_judging,batch,measured_demo,cost,none,False,not_covered,cost_only,cost_only
2102817899706724844,agent_harness_and_tool_gating,unclear,demo_no_numbers,capability,none,False,not_covered,hype,demo
2102576900933894242,agent_harness_and_tool_gating,task,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102810568495124724,trading_and_markets,task,measured_demo,cost,none,True,not_covered,cost_only,cost_only
2102740583684948338,classification_routing_triage,batch,measured_demo,cost,none,False,not_covered,cost_only,cost_only
2102798144027369727,trading_and_markets,task,demo_no_numbers,capability,none,True,not_covered,hype,demo
2102551046778446142,games_control_loops_simulation,feel,demo_no_numbers,latency,none,True,not_covered,hype,hype
2102746329579507852,classification_routing_triage,task,demo_no_numbers,capability,none,False,not_covered,hype,demo
2102623428880789504,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2102669303535567264,games_control_loops_simulation,feel,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2102611610019971398,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2102670498933153874,trading_and_markets,task,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2102800530380644597,trading_and_markets,task,measured_demo,accuracy,none,True,not_covered,cost_only,cost_only
2102797140493828342,classification_routing_triage,interaction,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102728716455448884,trading_and_markets,task,measured_demo,capability,none,True,not_covered,cost_only,cost_only
2102603408637124705,search_rerank_extraction,task,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102755354605916384,classification_routing_triage,batch,measured_demo,accuracy,frontier_llm,False,not_covered,cost_only,cost_only
2102554624125182383,games_control_loops_simulation,unclear,demo_no_numbers,none,small_llm,True,not_covered,unproven_demo,hype
2102596694080938382,evals_and_judging,unclear,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102821626060444145,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2102800607794864317,trading_and_markets,task,measured_demo,cost,none,True,not_covered,cost_only,cost_only
2102794062151520541,agent_harness_and_tool_gating,task,demo_no_numbers,capability,none,False,not_covered,hype,demo
2102727172473360583,classification_routing_triage,interaction,measured_demo,accuracy,classic_classifier_or_ml,False,not_covered,cost_only,cost_only
2102800278001213853,data_and_telemetry,batch,measured_demo,cost,none,False,not_covered,cost_only,cost_only
2102574797272068431,classification_routing_triage,interaction,measured_demo,accuracy,small_llm,False,not_covered,cost_only,cost_only
2102575069293576489,games_control_loops_simulation,feel,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2102750077454577818,search_rerank_extraction,interaction,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102820290711744712,evals_and_judging,batch,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102560216936321419,other_or_meta,unclear,measured_demo,cost,none,False,noise,noise,noise
2102810083004395593,trading_and_markets,task,demo_no_numbers,capability,none,True,not_covered,hype,demo
2102779245756112950,trading_and_markets,batch,measured_demo,accuracy,none,False,not_covered,cost_only,cost_only
2102613810981048408,classification_routing_triage,batch,measured_demo,latency,none,False,not_covered,cost_only,cost_only
2102753488761749945,browser_and_computer_use,interaction,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2102647304264298856,data_and_telemetry,batch,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102730635492343899,data_and_telemetry,batch,measured_demo,latency,none,False,not_covered,cost_only,cost_only
2102610832043765927,data_and_telemetry,batch,measured_demo,accuracy,frontier_llm,False,not_covered,cost_only,cost_only
2102692751519383609,search_rerank_extraction,interaction,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102574515268247961,games_control_loops_simulation,interaction,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2102588161910047166,classification_routing_triage,task,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102600343855018312,agent_harness_and_tool_gating,task,demo_no_numbers,capability,none,False,not_covered,hype,demo
2102808179608601066,classification_routing_triage,interaction,demo_no_numbers,latency,none,True,not_covered,hype,hype
2102806996852351305,classification_routing_triage,task,measured_demo,cost,none,False,not_covered,cost_only,cost_only
2102650141152793033,moderation_and_guardrails,task,demo_no_numbers,cost,none,False,not_covered,hype,hype
2102758519908811133,games_control_loops_simulation,feel,measured_demo,latency,none,True,not_covered,material,fast_loop
2102600956512993675,other_or_meta,interaction,demo_no_numbers,capability,none,True,noise,noise,noise
2102632098800754902,moderation_and_guardrails,interaction,measured_demo,cost,none,True,material,material,material
2102606174604632161,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2102649099044725031,games_control_loops_simulation,feel,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2102631419726217665,search_rerank_extraction,interaction,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102824951543656875,other_or_meta,unclear,demo_no_numbers,none,small_llm,False,noise,noise,noise
2102796348156518543,games_control_loops_simulation,feel,measured_demo,accuracy,none,True,not_covered,material,fast_loop
2102697688399749287,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2102696851229323280,other_or_meta,unclear,measured_demo,latency,none,False,noise,noise,noise
2102765131352699090,games_control_loops_simulation,feel,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2102793049671922007,classification_routing_triage,interaction,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102644011790164014,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2102593190067151091,other_or_meta,unclear,demo_no_numbers,capability,none,False,noise,noise,noise
2102771125130551776,classification_routing_triage,interaction,demo_no_numbers,capability,frontier_llm,False,not_covered,hype,hype
2102581717609652522,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2102755210636689413,evals_and_judging,batch,measured_demo,cost,frontier_llm,False,not_covered,cost_only,cost_only
2102593972250247557,collaboration_and_typing,interaction,demo_no_numbers,cost,none,True,not_covered,hype,hype
2102649759404056600,other_or_meta,unclear,commentary_or_meme,none,none,False,noise,noise,noise
2102749609751945413,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2102763727753978255,other_or_meta,unclear,measured_demo,accuracy,none,False,noise,noise,noise
2102810948855857645,classification_routing_triage,batch,measured_demo,latency,none,False,not_covered,cost_only,cost_only
2102613765632164114,games_control_loops_simulation,feel,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2102779997161206246,moderation_and_guardrails,interaction,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102711464062804303,browser_and_computer_use,task,measured_demo,latency,none,True,not_covered,cost_only,cost_only
2102765252459032857,games_control_loops_simulation,turn,demo_no_numbers,capability,none,True,not_covered,hype,demo
2102564127285866546,classification_routing_triage,interaction,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102617962037625120,trading_and_markets,task,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2102592408567648428,evals_and_judging,batch,measured_demo,latency,frontier_llm,False,not_covered,cost_only,cost_only
2102682845915619333,agent_harness_and_tool_gating,task,demo_no_numbers,capability,none,False,not_covered,hype,demo
2102585726198296649,classification_routing_triage,batch,measured_demo,cost,frontier_llm,False,not_covered,cost_only,cost_only
2102553449309278598,agent_harness_and_tool_gating,task,demo_no_numbers,capability,rules_or_regex,False,not_covered,hype,hype
2102675839380763115,trading_and_markets,task,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2102550074547196401,search_rerank_extraction,interaction,demo_no_numbers,none,vendor_api,False,not_covered,unproven_demo,hype
2102696532449640844,evals_and_judging,batch,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102575529312256373,other_or_meta,unclear,measured_demo,accuracy,none,False,noise,noise,noise
2102792886588981753,other_or_meta,unclear,commentary_or_meme,none,none,False,noise,noise,noise
2102588743345688730,moderation_and_guardrails,unclear,demo_no_numbers,none,frontier_llm,False,not_covered,hype,hype
2102560224053989513,other_or_meta,task,measured_demo,cost,none,False,noise,noise,noise
2102695031526007266,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2102639101656883417,other_or_meta,unclear,measured_demo,accuracy,none,False,noise,noise,noise
2102828201550418104,other_or_meta,unclear,demo_no_numbers,capability,frontier_llm,False,noise,noise,noise
2102553760547602688,classification_routing_triage,batch,measured_demo,cost,frontier_llm,False,not_covered,cost_only,cost_only
2102585190006902950,games_control_loops_simulation,feel,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2102671417615794228,agent_harness_and_tool_gating,task,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102709060114202804,other_or_meta,unclear,measured_demo,cost,none,True,noise,noise,noise
2102701608828305445,search_rerank_extraction,interaction,demo_no_numbers,latency,none,False,not_covered,hype,hype
2102772320981209311,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2102632920032915803,trading_and_markets,feel,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2102710216714523050,classification_routing_triage,batch,demo_no_numbers,accuracy,none,False,not_covered,unproven_demo,hype
2102692576465957030,search_rerank_extraction,interaction,measured_demo,cost,rules_or_regex,False,not_covered,cost_only,cost_only
2102821678695043332,moderation_and_guardrails,batch,measured_demo,accuracy,none,False,not_covered,cost_only,cost_only
2102652264519233988,classification_routing_triage,batch,demo_no_numbers,latency,none,False,not_covered,hype,hype
2102829127963484463,other_or_meta,unclear,demo_no_numbers,none,none,True,noise,noise,noise
2102821907171266736,games_control_loops_simulation,feel,measured_demo,cost,none,True,not_covered,material,fast_loop
2102580176924053812,data_and_telemetry,batch,demo_no_numbers,capability,none,False,not_covered,hype,demo
2102710321958019301,games_control_loops_simulation,feel,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2102726341468512537,trading_and_markets,task,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2102560221268980197,classification_routing_triage,task,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102743181909705043,games_control_loops_simulation,task,demo_no_numbers,capability,frontier_llm,True,not_covered,hype,hype
2102813252296364287,trading_and_markets,interaction,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2102585483263938638,agent_harness_and_tool_gating,task,demo_no_numbers,latency,none,False,not_covered,hype,hype
2102676301819875621,data_and_telemetry,batch,measured_demo,latency,none,False,not_covered,cost_only,cost_only
2102670021889831278,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2102803134259335308,agent_harness_and_tool_gating,task,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102578820104470888,moderation_and_guardrails,interaction,measured_demo,latency,rules_or_regex,True,not_covered,material,material
2102738022148039107,data_and_telemetry,batch,measured_demo,none,none,False,not_covered,cost_only,cost_only
2102710682311344202,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2102817131968569841,trading_and_markets,task,demo_no_numbers,cost,frontier_llm,True,hype,hype,hype
2102806565250093226,classification_routing_triage,batch,measured_demo,accuracy,small_llm,False,cost_only,cost_only,cost_only
2102662108068647269,other_or_meta,unclear,demo_no_numbers,none,frontier_llm,False,noise,noise,noise
2102668843982487718,other_or_meta,unclear,demo_no_numbers,capability,none,False,noise,noise,noise
2102759173276762623,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2102680148852322563,games_control_loops_simulation,feel,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2102722760116175172,classification_routing_triage,interaction,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102831336515924163,moderation_and_guardrails,task,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102796188965883937,classification_routing_triage,task,measured_demo,latency,frontier_llm,False,not_covered,cost_only,cost_only
2102807868860985442,games_control_loops_simulation,feel,demo_no_numbers,latency,none,True,not_covered,hype,hype
2102621899482407282,other_or_meta,interaction,measured_demo,none,none,False,noise,noise,noise
2102760789300162610,games_control_loops_simulation,feel,measured_demo,none,none,True,not_covered,material,fast_loop
2102812593064685977,evals_and_judging,batch,measured_demo,latency,frontier_llm,False,not_covered,cost_only,cost_only
2102575435892863423,trading_and_markets,task,demo_no_numbers,capability,none,False,not_covered,hype,demo
2102743716767346765,classification_routing_triage,task,measured_demo,cost,frontier_llm,False,not_covered,cost_only,cost_only
2102759754548314325,agent_harness_and_tool_gating,task,measured_demo,accuracy,none,False,not_covered,cost_only,cost_only
2102761174886662637,agent_harness_and_tool_gating,task,demo_no_numbers,capability,none,False,not_covered,hype,demo
2102785115243852033,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2102570821474750743,agent_harness_and_tool_gating,task,demo_no_numbers,none,small_llm,False,not_covered,unproven_demo,hype
2102748557010780654,trading_and_markets,interaction,demo_no_numbers,latency,none,False,not_covered,hype,hype
2102799649119900027,search_rerank_extraction,interaction,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102625575328452965,games_control_loops_simulation,feel,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2102726043757166937,evals_and_judging,task,measured_demo,accuracy,none,False,not_covered,cost_only,cost_only
2102614673837490365,trading_and_markets,task,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2102607928268304747,games_control_loops_simulation,feel,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102641360595730549,classification_routing_triage,task,measured_demo,cost,none,False,not_covered,cost_only,cost_only
2102729909592527159,games_control_loops_simulation,feel,measured_demo,none,none,True,not_covered,material,fast_loop
2102806900622377283,classification_routing_triage,interaction,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102617528287596906,classification_routing_triage,task,measured_demo,cost,frontier_llm,False,not_covered,cost_only,cost_only
2102694668874199213,search_rerank_extraction,interaction,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102805949237125279,moderation_and_guardrails,task,measured_demo,cost,frontier_llm,False,not_covered,cost_only,cost_only
2102630345690804504,other_or_meta,unclear,demo_no_numbers,capability,none,False,noise,noise,noise
2102717206924870053,compaction_and_context,task,demo_no_numbers,capability,frontier_llm,False,not_covered,hype,hype
2102706649551212780,moderation_and_guardrails,unclear,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102675318507229240,other_or_meta,unclear,measured_demo,accuracy,none,False,noise,noise,noise
2102764755786354818,classification_routing_triage,task,measured_demo,latency,none,False,not_covered,cost_only,cost_only
2102776512600530958,agent_harness_and_tool_gating,task,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102751664763740660,classification_routing_triage,interaction,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102727337116922039,compaction_and_context,task,proposal_or_idea,capability,frontier_llm,False,not_covered,hype,hype
2102636444980584935,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2102760461750222901,agent_harness_and_tool_gating,task,measured_demo,latency,frontier_llm,False,not_covered,cost_only,cost_only
2102758684837462022,games_control_loops_simulation,feel,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2102767249383928176,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2102802134723100805,live_chat_streams_events,interaction,measured_demo,latency,none,True,material,material,material
2102613636305052085,agent_harness_and_tool_gating,task,measured_demo,latency,frontier_llm,False,not_covered,cost_only,cost_only
2102764962523320817,games_control_loops_simulation,feel,demo_no_numbers,none,small_llm,True,not_covered,unproven_demo,hype
2102812432062144678,games_control_loops_simulation,feel,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2102574517382209646,games_control_loops_simulation,interaction,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2102682834846568846,evals_and_judging,task,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102765489479139661,classification_routing_triage,task,measured_demo,latency,frontier_llm,False,not_covered,cost_only,cost_only
2102758018849075269,classification_routing_triage,batch,demo_no_numbers,latency,none,False,not_covered,hype,hype
2102618041427075263,agent_harness_and_tool_gating,task,demo_no_numbers,capability,none,False,not_covered,hype,demo
2102631869837930799,moderation_and_guardrails,interaction,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102609249860014451,games_control_loops_simulation,feel,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2102719714258792948,games_control_loops_simulation,feel,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2102799059086114918,live_chat_streams_events,turn,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2102582944502063597,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2102787082351751532,other_or_meta,task,measured_demo,latency,frontier_llm,False,noise,noise,noise
2102792799703773254,evals_and_judging,batch,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102552901399044205,classification_routing_triage,interaction,measured_demo,cost,none,False,not_covered,cost_only,cost_only
2102691946569642216,games_control_loops_simulation,feel,demo_no_numbers,capability,none,True,not_covered,hype,demo
2102636387451490596,games_control_loops_simulation,feel,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2102588073569865891,agent_harness_and_tool_gating,task,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102577229498925210,games_control_loops_simulation,feel,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2102693722592780666,data_and_telemetry,batch,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2102672636606300330,data_and_telemetry,batch,measured_demo,accuracy,none,False,not_covered,cost_only,cost_only
2102767767229432103,classification_routing_triage,task,measured_demo,latency,none,False,not_covered,cost_only,cost_only
2102807288155394376,classification_routing_triage,batch,measured_demo,cost,none,False,not_covered,cost_only,cost_only
2102618688276856906,search_rerank_extraction,interaction,demo_no_numbers,capability,rules_or_regex,False,not_covered,hype,hype
2102551316262531464,other_or_meta,unclear,demo_no_numbers,latency,none,False,noise,noise,noise
2102621399844294786,agent_harness_and_tool_gating,task,measured_demo,cost,frontier_llm,False,not_covered,cost_only,cost_only
2102739686384955633,data_and_telemetry,batch,measured_demo,cost,none,False,not_covered,cost_only,cost_only
2102765695444594829,moderation_and_guardrails,interaction,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102828475102949577,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2102800100275970163,search_rerank_extraction,interaction,measured_demo,latency,none,False,not_covered,cost_only,cost_only
2102823657710252341,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2102612659954946259,moderation_and_guardrails,interaction,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102668691980828779,moderation_and_guardrails,interaction,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102769841224794621,data_and_telemetry,batch,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102796831717810564,agent_harness_and_tool_gating,task,measured_demo,latency,frontier_llm,False,not_covered,cost_only,cost_only
2102633505813663887,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2102607123825721731,evals_and_judging,task,measured_demo,cost,frontier_llm,False,not_covered,cost_only,cost_only
2102663541090091459,classification_routing_triage,interaction,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102696575340531951,classification_routing_triage,batch,demo_no_numbers,capability,none,False,not_covered,hype,demo
2102828677708865695,games_control_loops_simulation,feel,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2102826562206761222,trading_and_markets,task,measured_demo,latency,none,True,not_covered,cost_only,cost_only
2102606290753114439,other_or_meta,unclear,measured_demo,latency,none,False,noise,noise,noise
2102704527405441387,classification_routing_triage,interaction,demo_no_numbers,capability,none,False,not_covered,hype,demo
2102698192840368403,evals_and_judging,interaction,demo_no_numbers,accuracy,frontier_llm,False,not_covered,hype,hype
2102733314193035368,trading_and_markets,task,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2102818524624269524,classification_routing_triage,task,measured_production,latency,small_llm,False,cost_only,cost_only,cost_only
2102697926266958203,agent_harness_and_tool_gating,task,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102744436790993381,moderation_and_guardrails,batch,measured_demo,cost,frontier_llm,False,not_covered,cost_only,cost_only
2102789385083040057,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2102637484098339057,classification_routing_triage,interaction,demo_no_numbers,cost,none,False,not_covered,hype,hype
2102571319355158981,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2102553697406288107,trading_and_markets,task,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2102609496887746660,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2102640287466295529,agent_harness_and_tool_gating,task,demo_no_numbers,cost,none,False,not_covered,hype,hype
2102580327600504990,evals_and_judging,task,demo_no_numbers,cost,frontier_llm,False,hype,hype,hype
2102700253761941817,browser_and_computer_use,task,demo_no_numbers,cost,none,True,not_covered,hype,hype
2102669301035511948,other_or_meta,unclear,measured_demo,none,none,False,noise,noise,noise
2102765617703235745,games_control_loops_simulation,feel,measured_demo,latency,none,True,not_covered,material,fast_loop
2102753628356509822,agent_harness_and_tool_gating,task,measured_demo,latency,frontier_llm,False,not_covered,cost_only,cost_only
2102756683567292843,collaboration_and_typing,interaction,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2102639589534073227,other_or_meta,unclear,measured_demo,latency,none,False,noise,noise,noise
2102629106856956191,evals_and_judging,task,measured_demo,cost,none,False,not_covered,cost_only,cost_only
2102802801600659829,agent_harness_and_tool_gating,task,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102815968972181635,moderation_and_guardrails,task,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102809003063681322,games_control_loops_simulation,feel,demo_no_numbers,none,none,True,not_covered,unproven_demo,demo
2102785491238367652,other_or_meta,unclear,demo_no_numbers,none,none,False,noise,noise,noise
2102639358365126802,other_or_meta,unclear,measured_demo,none,none,False,noise,noise,noise
2102642958365581800,search_rerank_extraction,interaction,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102592171819909232,data_and_telemetry,batch,measured_demo,accuracy,none,False,not_covered,cost_only,cost_only
2102643294765515144,classification_routing_triage,task,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
2102641015438152140,evals_and_judging,task,measured_demo,none,none,False,not_covered,cost_only,cost_only
2102587231106211927,classification_routing_triage,batch,demo_no_numbers,none,none,False,not_covered,unproven_demo,demo
