id,v,f,family_v1,reason,t,url
2102513611772145879,662,0,other_or_meta,,,https://x.com/MajoSayo/status/2102513611772145879
2102370796245299546,654,0,other_or_meta,,,https://x.com/pipix1121/status/2102370796245299546
2101780379837599955,636,2,moderation_and_guardrails,,,https://x.com/llqoli/status/2101780379837599955
2100961076237971918,634,3,agent_harness_and_tool_gating,,,https://x.com/melvindvivas/status/2100961076237971918
2102229074668372047,619,4,other_or_meta,,,https://x.com/webxos_software/status/2102229074668372047
2102171891410825520,596,5,other_or_meta,,,https://x.com/Akhila_988/status/2102171891410825520
2100462684370256134,583,3,games_control_loops_simulation,,,https://x.com/DanFessler/status/2100462684370256134
2101848385456390653,570,2,games_control_loops_simulation,,,https://x.com/sven_ai/status/2101848385456390653
2102180717405073575,502,4,other_or_meta,,,https://x.com/chirag/status/2102180717405073575
2101636813744205835,488,7,search_rerank_extraction,,,https://x.com/nellygem888/status/2101636813744205835
2100574360176300115,472,2,other_or_meta,,,https://x.com/MingtianZhang/status/2100574360176300115
2102171019268301066,426,4,other_or_meta,,,https://x.com/biroi8/status/2102171019268301066
2102125246522478695,402,6,classification_routing_triage,,,https://x.com/pdp/status/2102125246522478695
2101325959551238486,381,2,other_or_meta,,,https://x.com/AzamIntikhab/status/2101325959551238486
2102282655437885460,374,4,other_or_meta,,,https://x.com/totristeprakrai/status/2102282655437885460
2102451519388102755,352,1,games_control_loops_simulation,,,https://x.com/stephenlb/status/2102451519388102755
2100815358232031381,352,8,other_or_meta,,,https://x.com/neutron42jp/status/2100815358232031381
2101099218454941843,346,3,other_or_meta,,,https://x.com/_simonsmith/status/2101099218454941843
2102329321876767018,320,1,other_or_meta,,,https://x.com/smallnest/status/2102329321876767018
2102128437058302184,319,4,games_control_loops_simulation,,,https://x.com/cristianexer/status/2102128437058302184
2101797139013661092,257,4,other_or_meta,,,https://x.com/webxos_software/status/2101797139013661092
2100718136542585137,253,4,games_control_loops_simulation,,,https://x.com/tbleckert/status/2100718136542585137
2101881584756600844,248,2,other_or_meta,,,https://x.com/fallout_tokyo/status/2101881584756600844
2101164410958131708,236,1,other_or_meta,,,https://x.com/icools/status/2101164410958131708
2101551339285389499,222,4,other_or_meta,,,https://x.com/keisan/status/2101551339285389499
2101995122896654455,204,1,other_or_meta,,,https://x.com/sidodtv/status/2101995122896654455
2100157777595314615,196,4,other_or_meta,,,https://x.com/5am2x/status/2100157777595314615
2102431431540822479,196,0,other_or_meta,,,https://x.com/S1LV3R_J1NX/status/2102431431540822479
2102213706059051162,195,1,other_or_meta,,,https://x.com/tjm8874/status/2102213706059051162
2100623855282749843,191,12,browser_and_computer_use,,,https://x.com/whereischarly/status/2100623855282749843
2100904745607082427,188,2,other_or_meta,,,https://x.com/n_haberkamp/status/2100904745607082427
2102230939111702659,170,2,search_rerank_extraction,,,https://x.com/JunMa_AI4Health/status/2102230939111702659
2101709574327976257,166,1,other_or_meta,,,https://x.com/ryo_7421/status/2101709574327976257
2102128438140170329,160,2,search_rerank_extraction,,,https://x.com/sanixdarker/status/2102128438140170329
2101932981606817820,150,3,games_control_loops_simulation,,,https://x.com/debichanchan/status/2101932981606817820
2101615220368244756,142,0,other_or_meta,,,https://x.com/link_kurmckz/status/2101615220368244756
2101546202273853612,139,0,evals_and_judging,,,https://x.com/karinadoteth/status/2101546202273853612
2101793368619745524,137,0,browser_and_computer_use,,,https://x.com/Nitikshofficial/status/2101793368619745524
2102255801062834237,136,1,other_or_meta,,,https://x.com/yukke_/status/2102255801062834237
2100528523324903511,136,1,other_or_meta,,,https://x.com/teacupdog4/status/2100528523324903511
2101575279902924850,129,1,classification_routing_triage,,,https://x.com/Bizuayeu/status/2101575279902924850
2102741959148445825,124,0,,,,https://x.com/Jiemi232/status/2102741959148445825
2101055870171808062,123,3,other_or_meta,,,https://x.com/_AbolfazlAbbasi/status/2101055870171808062
2100633299794481343,121,3,games_control_loops_simulation,,,https://x.com/b_sagnnik/status/2100633299794481343
2100878424542007786,121,0,other_or_meta,,,https://x.com/_uyza_/status/2100878424542007786
2101770890925031674,119,1,other_or_meta,,,https://x.com/MikeLeiterDev/status/2101770890925031674
2101453506007732526,119,6,other_or_meta,,,https://x.com/narphorium/status/2101453506007732526
2101650415897243985,114,5,other_or_meta,,,https://x.com/otto_explorer/status/2101650415897243985
2101581497396560356,109,3,browser_and_computer_use,,,https://x.com/noctus91/status/2101581497396560356
2100578238871593412,106,0,other_or_meta,,,https://x.com/hr98w/status/2100578238871593412
2101742625413906511,103,7,other_or_meta,,,https://x.com/theiskaa/status/2101742625413906511
2101543771196276982,93,3,other_or_meta,,,https://x.com/felipeinfante/status/2101543771196276982
2102291267120193609,92,3,other_or_meta,,,https://x.com/VipulDivyanshu/status/2102291267120193609
2102394467445883145,88,0,other_or_meta,,,https://x.com/yonsan434343/status/2102394467445883145
2100503377146958170,88,1,agent_harness_and_tool_gating,,,https://x.com/0xadarshmishra/status/2100503377146958170
2102566148982350256,87,0,games_control_loops_simulation,,,https://x.com/abxda/status/2102566148982350256
2100153674173718874,87,0,other_or_meta,,,https://x.com/shubham_19hshs/status/2100153674173718874
2102040848716136563,87,4,search_rerank_extraction,,,https://x.com/50bbx/status/2102040848716136563
2102233195294920886,85,2,games_control_loops_simulation,,,https://x.com/eng_ahmd/status/2102233195294920886
2101963900606423282,84,1,other_or_meta,,,https://x.com/abhi43210/status/2101963900606423282
2101813173728985346,83,3,other_or_meta,,,https://x.com/yclian/status/2101813173728985346
2100967933744910347,82,1,other_or_meta,,,https://x.com/B_Sardine/status/2100967933744910347
2102108564353622360,81,0,other_or_meta,,,https://x.com/sixwell/status/2102108564353622360
2101890478623129748,81,0,other_or_meta,,,https://x.com/Azhar41429690/status/2101890478623129748
2101766277350166783,80,3,moderation_and_guardrails,,,https://x.com/modamaan_/status/2101766277350166783
2102063258962161852,78,0,other_or_meta,,,https://x.com/ashokgelal/status/2102063258962161852
2102039678039835035,76,3,other_or_meta,,,https://x.com/EldanRing/status/2102039678039835035
2101737024101490958,76,1,other_or_meta,,,https://x.com/Tanemomi_Ver2/status/2101737024101490958
2102748649956802920,76,1,,,,https://x.com/starknows99/status/2102748649956802920
2101195858213474763,75,0,other_or_meta,,,https://x.com/soederpop/status/2101195858213474763
2101759927039508783,74,1,classification_routing_triage,,,https://x.com/paulNL/status/2101759927039508783
2101685592560165043,70,0,games_control_loops_simulation,,,https://x.com/hama_jp/status/2101685592560165043
2100572372478955589,69,0,other_or_meta,,,https://x.com/AIDIYlover/status/2100572372478955589
2102435464066285848,69,1,other_or_meta,,,https://x.com/_ollman/status/2102435464066285848
2102604958193639640,68,1,other_or_meta,,,https://x.com/tumf/status/2102604958193639640
2100446188038213654,68,0,agent_harness_and_tool_gating,,,https://x.com/grishahq/status/2100446188038213654
2102602267199459650,66,0,other_or_meta,,,https://x.com/Instance_VRC/status/2102602267199459650
2102266291226857777,64,0,games_control_loops_simulation,,,https://x.com/MohammedAlaa/status/2102266291226857777
2100820617805303969,63,0,other_or_meta,,,https://x.com/huato/status/2100820617805303969
2101545077189267588,62,2,other_or_meta,,,https://x.com/felipeinfante/status/2101545077189267588
2102018709552341213,62,1,games_control_loops_simulation,,,https://x.com/Steven_AI_Dev/status/2102018709552341213
2100530534593990670,61,0,evals_and_judging,,,https://x.com/manuel_mch/status/2100530534593990670
2102150753850708082,61,1,games_control_loops_simulation,,,https://x.com/AlexAITrends/status/2102150753850708082
2101622239573524491,60,1,other_or_meta,,,https://x.com/clxymox/status/2101622239573524491
2101464964867260691,59,3,other_or_meta,,,https://x.com/BRWNSUGA1234/status/2101464964867260691
2101434212146405386,57,2,other_or_meta,,,https://x.com/morethancoder/status/2101434212146405386
2101878783301337214,57,4,other_or_meta,,,https://x.com/yamyam_rvc/status/2101878783301337214
2100681192777331013,55,1,other_or_meta,,,https://x.com/mobarmg/status/2100681192777331013
2101732394290090227,53,1,other_or_meta,,,https://x.com/MarianPogran/status/2101732394290090227
2102755529181565419,52,0,,,,https://x.com/yukke_/status/2102755529181565419
2101284077114413408,50,1,other_or_meta,,,https://x.com/michhachula/status/2101284077114413408
2102630112155865283,50,1,other_or_meta,,,https://x.com/Yang_Male_god/status/2102630112155865283
2102406498576171183,49,0,games_control_loops_simulation,,,https://x.com/koguchit/status/2102406498576171183
2102385640042283293,48,0,other_or_meta,,,https://x.com/nutanc/status/2102385640042283293
2102511301109166207,48,0,other_or_meta,,,https://x.com/tangmian/status/2102511301109166207
2102078088180019303,46,1,other_or_meta,,,https://x.com/wangoroge333/status/2102078088180019303
2100696115456679989,46,0,other_or_meta,,,https://x.com/m_rakutko/status/2100696115456679989
2101737977932050827,43,2,other_or_meta,,,https://x.com/Douglance/status/2101737977932050827
2101216386790154678,42,0,games_control_loops_simulation,,,https://x.com/DwidLee/status/2101216386790154678
2102276866610794687,40,0,other_or_meta,,,https://x.com/geneLab_999/status/2102276866610794687
2100542891273949218,39,0,other_or_meta,,,https://x.com/aaryantwt/status/2100542891273949218
2102734179423137960,39,0,,,,https://x.com/dgwyer/status/2102734179423137960
2102405674680594812,39,1,other_or_meta,,,https://x.com/seth_codes_/status/2102405674680594812
2102197694622319014,39,0,other_or_meta,,,https://x.com/toowitter/status/2102197694622319014
2101652995624816913,39,1,data_and_telemetry,,,https://x.com/debichanchan/status/2101652995624816913
2101941334580035732,38,0,classification_routing_triage,,,https://x.com/pawn_4_t/status/2101941334580035732
2101606138324132271,38,2,moderation_and_guardrails,,,https://x.com/mann_hodge/status/2101606138324132271
2102631547371483394,35,1,other_or_meta,,,https://x.com/prayag_sonar/status/2102631547371483394
2101385288077504715,35,1,games_control_loops_simulation,,,https://x.com/JA1MEXD3ZTR0Y3R/status/2101385288077504715
2101683580321804459,35,0,other_or_meta,,,https://x.com/blune66/status/2101683580321804459
2100564846794219869,34,0,other_or_meta,,,https://x.com/DesignCntrl/status/2100564846794219869
2102720469959106630,34,1,,,,https://x.com/LFrefman/status/2102720469959106630
2102197433333596671,34,1,browser_and_computer_use,,,https://x.com/Belisarius_Rex/status/2102197433333596671
2100788131310252378,32,1,classification_routing_triage,,,https://x.com/JayCooperBell/status/2100788131310252378
2102316339323183276,32,0,classification_routing_triage,,,https://x.com/Jeuner/status/2102316339323183276
2100997802432012441,31,0,other_or_meta,,,https://x.com/SNARKAMOTO/status/2100997802432012441
2102215416865267835,31,0,other_or_meta,,,https://x.com/witwall/status/2102215416865267835
2102323990320775197,30,3,other_or_meta,,,https://x.com/PhyloTan/status/2102323990320775197
2102449660094799987,30,0,search_rerank_extraction,,,https://x.com/sbaranskyi/status/2102449660094799987
2100956378970083480,29,0,other_or_meta,,,https://x.com/fallout_tokyo/status/2100956378970083480
2101889522653077653,28,2,other_or_meta,,,https://x.com/Azhar41429690/status/2101889522653077653
2100969738377592846,26,0,other_or_meta,,,https://x.com/rndhouse/status/2100969738377592846
2102748765622825153,26,0,,,,https://x.com/Noumenon_ai/status/2102748765622825153
2102383106409824305,26,2,other_or_meta,,,https://x.com/edwin_samar/status/2102383106409824305
2101982631642685625,26,0,other_or_meta,,,https://x.com/EndmanWork/status/2101982631642685625
2102381430961569810,26,0,other_or_meta,,,https://x.com/madebyivor/status/2102381430961569810
2101707887051788436,26,0,classification_routing_triage,,,https://x.com/pawn_4_t/status/2101707887051788436
2101974394687889505,25,0,other_or_meta,,,https://x.com/RepoGems/status/2101974394687889505
2101740979497713703,25,1,other_or_meta,,,https://x.com/DesignCntrl/status/2101740979497713703
2101243025359839557,25,0,other_or_meta,,,https://x.com/TravisJChauvin/status/2101243025359839557
2101911998619656646,24,0,games_control_loops_simulation,,,https://x.com/yukix2000/status/2101911998619656646
2101454303923753057,24,1,other_or_meta,,,https://x.com/Alissonks/status/2101454303923753057
2102512325622419774,23,1,moderation_and_guardrails,,,https://x.com/kongtoulierenLM/status/2102512325622419774
2101571093438058568,23,1,other_or_meta,,,https://x.com/jeffloo88/status/2101571093438058568
2101068666356076706,21,0,games_control_loops_simulation,,,https://x.com/JA1MEXD3ZTR0Y3R/status/2101068666356076706
2102704920650744170,21,1,other_or_meta,,,https://x.com/justvugg/status/2102704920650744170
2102050829763022908,21,0,other_or_meta,,,https://x.com/cto_digital/status/2102050829763022908
2102171114982269084,20,0,other_or_meta,,,https://x.com/rsensui/status/2102171114982269084
2102637830573076581,20,1,search_rerank_extraction,,,https://x.com/utkarshgsuv/status/2102637830573076581
2101587300006375548,19,0,other_or_meta,,,https://x.com/bwgift20th/status/2101587300006375548
2101901533436841985,19,0,other_or_meta,,,https://x.com/franckverrot/status/2101901533436841985
2101229328482676787,19,0,other_or_meta,,,https://x.com/m_newhaus/status/2101229328482676787
2102748852608483559,19,0,,,,https://x.com/Noumenon_ai/status/2102748852608483559
2101064579908546693,18,3,agent_harness_and_tool_gating,,,https://x.com/joerockpwse/status/2101064579908546693
2101554436040761795,17,0,other_or_meta,,,https://x.com/UPHASHbigsalt/status/2101554436040761795
2102574201156915318,17,0,other_or_meta,,,https://x.com/nullsoft_app/status/2102574201156915318
2102088862579183813,14,0,agent_harness_and_tool_gating,,,https://x.com/Daemonrat/status/2102088862579183813
2102414652802023598,14,0,search_rerank_extraction,,,https://x.com/TeamPrecisit/status/2102414652802023598
2101863414003896637,13,0,other_or_meta,,,https://x.com/entropyjoao/status/2101863414003896637
2101571161780027653,12,0,search_rerank_extraction,,,https://x.com/kushayush9/status/2101571161780027653
2102800105371779568,12,2,,,,https://x.com/Sollersxl/status/2102800105371779568
2101866820672360506,12,0,browser_and_computer_use,,,https://x.com/kailunchen5/status/2101866820672360506
2101550368924836296,11,0,games_control_loops_simulation,,,https://x.com/gavinorgav/status/2101550368924836296
2102394560265728048,11,0,other_or_meta,,,https://x.com/nasmediaa/status/2102394560265728048
2101409070796112265,11,0,compaction_and_context,,,https://x.com/krabarena/status/2101409070796112265
2102300752341352815,9,0,evals_and_judging,,,https://x.com/scaiado/status/2102300752341352815
2102642749757637005,8,1,other_or_meta,,,https://x.com/Farhan60291312/status/2102642749757637005
2102774023121973553,8,1,,,,https://x.com/igor_dev/status/2102774023121973553
2102647554437415036,6,1,search_rerank_extraction,,,https://x.com/utkarshgsuv/status/2102647554437415036
2101637564616819100,5,0,agent_harness_and_tool_gating,,,https://x.com/YehuiTang/status/2101637564616819100
2102813418940215614,5,1,,,,https://x.com/0kaliasgar/status/2102813418940215614
2102308420527489168,5,0,other_or_meta,,,https://x.com/nvkudva/status/2102308420527489168
2102831418732920989,4,1,,,,https://x.com/webxos/status/2102831418732920989
