id,hand,hand_meaning,family,family_v1,evidence,production_claim,v,f,t,url
2101664149243666865,P,"production with numbers from a live system with users, customers or traffic",classification_routing_triage,classification_routing_triage,demo_no_numbers,True,24,0,,https://x.com/ivantinkers/status/2101664149243666865
2100909814473805931,B,"benchmark, test, shadow run or one-off job (often on production data)",classification_routing_triage,classification_routing_triage,measured_demo,False,24,0,,https://x.com/tomsmialowski/status/2100909814473805931
2101850429823066299,P,"production with numbers from a live system with users, customers or traffic",classification_routing_triage,classification_routing_triage,measured_demo,True,23,0,,https://x.com/areebdotcom/status/2101850429823066299
2101663804492787715,P,"production with numbers from a live system with users, customers or traffic",classification_routing_triage,classification_routing_triage,measured_production,True,23,0,,https://x.com/lucian_fialho/status/2101663804492787715
2101375168593776657,P,"production with numbers from a live system with users, customers or traffic",other_or_meta,other_or_meta,measured_demo,True,17,0,,https://x.com/amQnese/status/2101375168593776657
2102243060189147353,P,"production with numbers from a live system with users, customers or traffic",search_rerank_extraction,classification_routing_triage,measured_production,True,16,1,,https://x.com/JackSk35800/status/2102243060189147353
2101375886239097087,P,"production with numbers from a live system with users, customers or traffic",other_or_meta,other_or_meta,measured_demo,False,16,0,,https://x.com/amQnese/status/2101375886239097087
2101107153675104381,B,"benchmark, test, shadow run or one-off job (often on production data)",classification_routing_triage,classification_routing_triage,demo_no_numbers,False,12,0,,https://x.com/myveroai/status/2101107153675104381
2101929123526385998,P,"production with numbers from a live system with users, customers or traffic",search_rerank_extraction,search_rerank_extraction,measured_production,True,11,0,,https://x.com/aiflipmonkey/status/2101929123526385998
2102284940930937195,B,"benchmark, test, shadow run or one-off job (often on production data)",classification_routing_triage,classification_routing_triage,measured_demo,False,10,0,,https://x.com/vkhoetsyan/status/2102284940930937195
2102568532580220991,P,"production with numbers from a live system with users, customers or traffic",agent_harness_and_tool_gating,agent_harness_and_tool_gating,measured_demo,False,9,0,,https://x.com/TheWearyLuddite/status/2102568532580220991
2102633943891857663,P,"production with numbers from a live system with users, customers or traffic",search_rerank_extraction,search_rerank_extraction,measured_production,True,7,0,,https://x.com/babokim/status/2102633943891857663
2101607957083435427,P,"production with numbers from a live system with users, customers or traffic",search_rerank_extraction,search_rerank_extraction,measured_production,True,6,0,,https://x.com/EduardGotm84172/status/2101607957083435427
2102306964239966253,B,"benchmark, test, shadow run or one-off job (often on production data)",classification_routing_triage,classification_routing_triage,measured_demo,False,3,0,,https://x.com/b_szafranow/status/2102306964239966253
